INDEX,TARGET,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
494,6597,0,52,0,7,"$132,280",No,"$388,651",Yes,z_F,Masters,Lawyer,33,Private,"$27,590",4,Sports Car,no,$0,0,No,0,14,Highly Urban/ Urban
495,5970,0,33,4,14,"$30,504",Yes,$0,z_No,M,<High School,Clerical,33,Private,"$7,850",6,Pickup,no,$0,0,No,0,,Highly Urban/ Urban
496,1133,0,25,1,12,"$17,352",Yes,"$112,808",z_No,z_F,<High School,z_Blue Collar,9,Private,"$9,250",14,z_SUV,no,$0,0,No,0,6,Highly Urban/ Urban
498,3997,0,40,0,12,"$108,059",No,$0,z_No,M,Bachelors,Professional,29,Commercial,"$22,070",4,Van,yes,$0,0,No,2,11,Highly Urban/ Urban
499,4521,0,53,0,11,"$58,691",No,"$255,524",z_No,z_F,Masters,Lawyer,5,Private,"$12,670",6,Minivan,no,"$1,208",1,No,3,15,Highly Urban/ Urban
500,4805,0,50,0,9,"$78,083",No,$0,z_No,M,Masters,,32,Commercial,"$19,310",4,Van,yes,"$27,959",1,No,0,1,Highly Urban/ Urban
501,315.83418977,1,36,2,16,"$40,983",No,"$142,139",Yes,z_F,<High School,z_Blue Collar,5,Private,"$33,960",4,Sports Car,no,"$1,200",2,No,7,1,Highly Urban/ Urban
502,3858,0,46,0,8,"$75,614",No,"$188,804",Yes,M,Masters,Manager,35,Private,"$13,660",4,Minivan,yes,$0,0,No,3,14,Highly Urban/ Urban
506,1465,0,51,0,13,"$46,570",No,$0,z_No,z_F,Masters,Lawyer,59,Private,"$35,990",10,Minivan,no,$0,0,No,0,17,Highly Urban/ Urban
508,3172,0,27,4,0,$0,No,$0,Yes,M,z_High School,Student,45,Commercial,"$4,400",7,Minivan,no,$0,0,Yes,1,1,Highly Urban/ Urban
509,4206,0,30,4,12,"$58,248",Yes,$0,z_No,M,PhD,,25,Private,"$21,760",7,Minivan,no,"$9,533",1,Yes,4,17,Highly Urban/ Urban
510,1069,0,35,2,16,"$26,127",No,"$150,058",Yes,z_F,z_High School,Clerical,42,Private,"$23,690",1,Minivan,no,"$9,633",3,No,8,1,Highly Urban/ Urban
511,8331,0,46,0,11,"$43,651",No,"$128,478",Yes,z_F,z_High School,Clerical,25,Private,"$15,250",4,z_SUV,no,"$6,391",3,No,4,1,Highly Urban/ Urban
512,5141,0,58,0,0,$0,No,$0,Yes,z_F,z_High School,Student,9,Commercial,"$7,300",1,z_SUV,no,$0,0,Yes,4,1,Highly Urban/ Urban
514,4541,3,38,3,14,"$60,854",No,,Yes,M,Masters,,27,Commercial,"$29,170",6,Panel Truck,yes,$0,0,No,4,,Highly Urban/ Urban
515,5101,0,41,0,,$0,No,"$78,794",z_No,z_F,Bachelors,Home Maker,43,Private,"$12,450",15,z_SUV,no,$0,0,No,1,11,Highly Urban/ Urban
516,1479,0,24,0,8,"$40,245",No,"$98,218",Yes,z_F,z_High School,Clerical,34,Private,"$7,920",7,Sports Car,yes,"$1,836",1,No,9,8,Highly Urban/ Urban
517,5015,0,38,0,,"$69,530",No,"$224,447",Yes,M,z_High School,z_Blue Collar,44,Commercial,"$5,200",1,Pickup,yes,"$48,188",3,Yes,4,7,Highly Urban/ Urban
518,1682.1945348,0,34,3,14,"$54,208",No,"$194,465",Yes,M,Bachelors,Professional,49,Private,"$17,200",1,Van,no,$0,0,No,4,1,Highly Urban/ Urban
520,2664,0,54,0,0,$0,No,$0,Yes,z_F,Bachelors,Student,49,Commercial,"$6,900",14,z_SUV,no,$0,0,No,0,13,z_Highly Rural/ Rural
523,7055,0,51,0,6,"$50,049",No,$0,z_No,M,z_High School,z_Blue Collar,49,Commercial,"$12,820",6,Minivan,yes,$0,0,Yes,0,1,Highly Urban/ Urban
524,1101.9277092,0,32,1,13,"$57,583",No,"$213,828",Yes,z_F,z_High School,z_Blue Collar,36,Commercial,"$15,950",4,z_SUV,no,"$4,365",3,No,1,9,Highly Urban/ Urban
525,3440,0,45,3,15,"$7,680",No,$0,Yes,M,<High School,Student,49,Private,"$2,270",1,Minivan,yes,$0,0,No,5,5,Highly Urban/ Urban
526,5175,0,27,1,,"$40,202",No,"$172,177",Yes,M,z_High School,z_Blue Collar,18,Commercial,"$4,200",9,Minivan,yes,"$3,045",1,No,2,,Highly Urban/ Urban
527,2850,0,43,0,,"$49,533",No,"$255,386",Yes,z_F,z_High School,z_Blue Collar,20,Commercial,"$7,110",4,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
528,3193,0,41,0,11,"$69,638",No,"$216,395",z_No,M,Masters,Manager,45,Private,"$12,560",1,Minivan,yes,$0,0,No,0,19,Highly Urban/ Urban
529,3764,0,50,0,8,"$34,928",No,$0,z_No,z_F,Masters,Manager,27,Private,"$12,700",4,Sports Car,no,"$22,345",2,No,0,13,Highly Urban/ Urban
530,3310,0,24,2,12,"$11,215",Yes,$0,z_No,M,z_High School,Student,32,Commercial,"$5,020",4,Pickup,yes,"$1,122",4,No,8,8,Highly Urban/ Urban
531,4704,0,28,1,9,"$20,852",No,"$123,109",Yes,z_F,z_High School,Home Maker,5,Private,"$6,390",1,Sports Car,no,"$8,413",2,No,3,1,Highly Urban/ Urban
532,845,0,28,3,13,"$38,460",No,"$135,988",Yes,M,<High School,z_Blue Collar,49,Commercial,"$18,640",1,Van,yes,$0,0,No,0,,Highly Urban/ Urban
533,5297.1905211,0,37,0,11,"$48,737",No,"$224,515",Yes,M,Bachelors,z_Blue Collar,32,Commercial,"$5,200",10,Pickup,no,$0,0,Yes,6,,Highly Urban/ Urban
534,2719,0,58,0,,"$8,191",No,,Yes,M,Masters,Lawyer,33,Private,"$1,500",9,Minivan,no,"$8,786",2,No,2,16,Highly Urban/ Urban
535,1911,0,45,1,12,"$91,347",No,"$301,304",Yes,M,Masters,Manager,37,Private,"$17,130",7,Van,yes,$0,0,No,0,14,Highly Urban/ Urban
536,61678.151807,0,42,0,7,"$76,034",No,$0,z_No,z_F,z_High School,z_Blue Collar,39,Commercial,"$11,880",1,z_SUV,no,$0,0,Yes,0,5,Highly Urban/ Urban
537,3143,0,42,0,10,"$34,760",No,,z_No,M,Bachelors,Clerical,22,Commercial,"$24,060",4,Minivan,yes,"$5,608",2,No,5,6,Highly Urban/ Urban
538,3348,0,37,0,12,"$42,797",No,$0,z_No,z_F,z_High School,z_Blue Collar,31,Commercial,"$27,140",1,Minivan,no,$0,0,No,1,9,Highly Urban/ Urban
539,9467,0,37,0,12,"$14,024",No,"$64,600",Yes,z_F,<High School,Clerical,26,Private,"$15,820",4,Minivan,yes,"$5,697",4,No,2,6,Highly Urban/ Urban
540,1729,0,34,0,7,"$18,211",No,$0,z_No,z_F,z_High School,Clerical,20,Private,"$6,720",4,z_SUV,no,"$3,050",2,No,3,1,Highly Urban/ Urban
541,2912,0,25,2,12,"$47,996",Yes,"$159,776",z_No,M,z_High School,Clerical,5,Commercial,"$8,800",7,Pickup,no,$0,0,No,3,9,Highly Urban/ Urban
542,3107,0,41,0,8,"$95,166",No,"$306,407",z_No,M,Bachelors,Professional,57,Commercial,"$21,690",6,Van,yes,"$11,742",3,No,6,8,Highly Urban/ Urban
543,159.15092017,0,56,0,13,"$40,355",No,"$192,566",z_No,M,z_High School,z_Blue Collar,10,Commercial,"$2,690",6,Minivan,yes,$0,0,No,0,1,z_Highly Rural/ Rural
544,1200,0,60,0,13,"$54,710",No,"$190,364",Yes,z_F,Masters,Lawyer,6,Private,"$17,100",1,z_SUV,no,$0,0,No,2,,Highly Urban/ Urban
546,3235,0,57,2,0,$0,No,"$82,024",Yes,z_F,Bachelors,Home Maker,14,Private,"$1,500",6,z_SUV,no,"$8,694",3,No,1,5,Highly Urban/ Urban
547,3027,0,47,0,0,$0,No,"$52,929",Yes,z_F,Bachelors,Home Maker,52,Private,"$6,430",1,z_SUV,no,"$8,376",1,No,6,12,Highly Urban/ Urban
548,3766,1,39,2,11,"$10,666",No,$0,Yes,z_F,z_High School,Student,10,Private,"$5,600",1,z_SUV,no,$0,0,No,2,6,Highly Urban/ Urban
550,8714,0,38,2,14,"$57,684",Yes,"$189,247",z_No,z_F,Bachelors,Professional,22,Private,"$5,300",10,Sports Car,no,"$5,892",2,No,0,17,Highly Urban/ Urban
552,6407,0,22,1,8,"$18,632",Yes,$0,z_No,z_F,z_High School,Clerical,21,Private,"$10,800",10,z_SUV,no,$0,0,No,3,1,Highly Urban/ Urban
553,377.91092048,0,37,3,16,"$6,398",No,"$109,751",Yes,z_F,Bachelors,Home Maker,39,Private,"$5,840",1,Sports Car,no,"$6,247",4,No,4,12,Highly Urban/ Urban
554,3424,0,41,0,8,"$54,289",No,$0,z_No,z_F,Bachelors,z_Blue Collar,45,Commercial,"$6,960",8,z_SUV,no,"$10,823",3,No,0,14,Highly Urban/ Urban
555,3731,0,39,1,15,"$30,804",No,"$159,351",Yes,z_F,z_High School,Clerical,39,Private,"$13,140",9,z_SUV,no,"$5,101",3,No,6,7,z_Highly Rural/ Rural
558,7041.6164144,0,56,0,8,"$56,111",No,,Yes,z_F,z_High School,Professional,61,Private,"$14,180",4,z_SUV,no,"$3,387",2,No,1,10,Highly Urban/ Urban
561,2275,0,41,0,11,"$71,303",No,"$213,841",z_No,z_F,Bachelors,z_Blue Collar,31,Commercial,"$12,730",1,z_SUV,no,"$6,984",2,No,2,8,Highly Urban/ Urban
562,616,0,66,0,8,"$20,443",No,"$164,510",Yes,M,<High School,z_Blue Collar,40,Private,"$1,500",7,z_SUV,yes,"$3,331",1,No,6,1,Highly Urban/ Urban
563,13276.789632,1,55,1,12,"$5,821",No,$0,Yes,z_F,<High School,Student,31,Commercial,"$11,130",3,z_SUV,no,$0,0,No,0,7,z_Highly Rural/ Rural
564,19744.525451,0,43,0,0,$0,No,,Yes,z_F,z_High School,Home Maker,32,Private,"$14,530",1,Minivan,no,"$8,894",3,No,0,12,Highly Urban/ Urban
565,5320,1,41,1,12,"$61,618",No,"$211,160",Yes,z_F,Bachelors,Professional,25,Private,"$13,220",1,Minivan,no,$0,0,No,4,8,Highly Urban/ Urban
567,4127,0,35,2,14,"$29,250",No,"$159,239",Yes,z_F,z_High School,z_Blue Collar,45,Commercial,"$9,170",11,z_SUV,no,"$1,881",1,No,8,7,Highly Urban/ Urban
568,7939,0,35,0,8,"$20,950",No,"$129,612",z_No,z_F,z_High School,Clerical,38,Private,"$7,960",7,Sports Car,no,"$5,002",1,No,0,1,Highly Urban/ Urban
570,6879,0,32,2,13,"$34,368",No,"$142,365",Yes,z_F,<High School,z_Blue Collar,48,Private,"$7,640",17,Sports Car,no,$0,0,No,2,1,Highly Urban/ Urban
571,2052,0,59,0,13,"$61,159",No,"$208,072",Yes,M,Masters,,37,Commercial,"$19,210",6,Van,yes,"$45,254",2,Yes,9,13,Highly Urban/ Urban
572,5818,0,44,0,11,"$33,056",No,"$171,068",z_No,M,Bachelors,Clerical,51,Private,"$19,120",3,Minivan,no,$0,0,Yes,0,1,Highly Urban/ Urban
574,1691,0,47,0,10,"$38,027",No,$0,z_No,M,z_High School,Professional,40,Commercial,"$6,300",7,Pickup,yes,"$34,506",3,Yes,5,1,Highly Urban/ Urban
575,13491.456023,0,35,2,0,$0,No,$0,Yes,z_F,Bachelors,Student,5,Commercial,"$8,920",6,z_SUV,no,"$6,031",2,No,3,5,Highly Urban/ Urban
576,3274,0,30,4,0,$0,Yes,,z_No,M,Bachelors,Student,32,Commercial,"$5,080",7,Pickup,yes,"$7,784",1,No,2,6,Highly Urban/ Urban
577,39687.383416,0,37,0,11,"$23,338",No,"$152,954",Yes,z_F,<High School,z_Blue Collar,24,Private,"$7,530",7,Sports Car,no,"$6,566",2,No,0,5,Highly Urban/ Urban
580,32613.882772,0,63,0,13,"$74,789",No,$0,z_No,z_F,Masters,Lawyer,37,Private,"$15,280",6,z_SUV,no,"$2,487",1,No,8,19,Highly Urban/ Urban
581,7135,0,46,0,13,"$65,075",No,$0,z_No,z_F,Bachelors,Professional,33,Private,"$12,610",1,z_SUV,no,"$5,219",3,No,5,11,Highly Urban/ Urban
583,1290,0,37,0,12,"$64,563",No,"$225,995",Yes,M,Masters,Professional,24,Commercial,"$7,960",3,Pickup,no,$0,0,Yes,0,12,Highly Urban/ Urban
584,3633,0,42,0,10,"$21,670",No,$0,z_No,z_F,<High School,Home Maker,27,Private,"$9,800",6,z_SUV,no,"$5,229",2,No,6,1,Highly Urban/ Urban
585,4266,0,49,0,13,"$32,589",No,"$169,057",Yes,z_F,z_High School,Professional,56,Private,"$17,380",6,z_SUV,no,$0,0,No,0,4,Highly Urban/ Urban
586,1875,1,38,2,0,$0,Yes,$0,z_No,z_F,<High School,Home Maker,60,Private,"$5,300",4,Sports Car,no,$0,0,No,0,4,Highly Urban/ Urban
587,4739,0,27,1,9,"$8,408",Yes,"$54,880",z_No,M,<High School,Clerical,45,Private,"$19,900",4,Van,no,$0,0,No,3,6,Highly Urban/ Urban
588,20509.484805,0,59,1,11,"$65,456",Yes,$0,z_No,M,Bachelors,Professional,35,Private,"$17,890",1,Van,no,$0,0,No,0,7,Highly Urban/ Urban
589,2786,0,46,0,11,"$71,667",No,$0,z_No,z_F,Bachelors,Professional,53,Private,"$15,340",1,z_SUV,no,$0,0,No,0,12,Highly Urban/ Urban
590,312.64148728,1,37,4,16,"$74,246",No,"$237,469",Yes,z_F,Bachelors,z_Blue Collar,40,Commercial,"$11,940",10,Minivan,no,"$5,326",2,No,2,14,Highly Urban/ Urban
591,4975,0,34,3,14,"$113,195",Yes,"$296,393",z_No,z_F,PhD,Lawyer,57,Private,"$4,900",10,Sports Car,no,$0,0,No,0,16,Highly Urban/ Urban
592,9540,0,54,0,14,"$80,227",No,"$247,045",Yes,z_F,Masters,Professional,23,Private,"$14,920",1,z_SUV,no,$0,0,No,2,11,Highly Urban/ Urban
593,1957,2,44,3,0,,No,"$132,038",Yes,z_F,z_High School,Home Maker,39,Private,"$5,900",6,z_SUV,no,$0,0,Yes,3,1,Highly Urban/ Urban
594,3261,0,40,0,11,"$53,899",No,,Yes,z_F,z_High School,z_Blue Collar,16,Commercial,"$14,080",7,z_SUV,no,$0,0,Yes,1,1,Highly Urban/ Urban
595,2855,0,38,0,10,"$26,006",No,$0,z_No,M,z_High School,Clerical,42,Commercial,"$5,300",1,Pickup,no,"$8,342",1,No,0,8,Highly Urban/ Urban
597,3369,1,44,1,9,"$20,638",Yes,$0,z_No,z_F,<High School,Clerical,19,Private,"$3,560",6,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban
600,3000,1,40,2,15,"$30,324",Yes,$0,z_No,z_F,<High School,z_Blue Collar,27,Private,"$11,590",1,z_SUV,no,$0,0,No,5,6,Highly Urban/ Urban
601,3044,1,42,1,11,"$4,480",Yes,$0,z_No,z_F,z_High School,Home Maker,50,Private,"$1,950",1,z_SUV,no,"$30,089",1,Yes,4,1,Highly Urban/ Urban
603,5459,0,50,0,13,"$63,799",No,$0,z_No,M,<High School,z_Blue Collar,43,Private,"$16,050",1,Minivan,yes,"$3,754",1,No,3,1,Highly Urban/ Urban
604,6123,0,41,0,,"$16,108",No,$0,z_No,z_F,Bachelors,Student,34,Commercial,"$25,010",6,z_SUV,no,"$39,315",1,Yes,0,9,Highly Urban/ Urban
606,3570,0,46,0,10,"$35,678",No,,z_No,z_F,Bachelors,Student,73,Commercial,"$12,610",14,z_SUV,no,$0,0,No,0,8,Highly Urban/ Urban
607,4373,0,57,0,12,"$100,769",No,$0,z_No,z_F,Bachelors,Professional,31,Private,"$11,580",6,z_SUV,no,"$6,712",1,No,4,12,Highly Urban/ Urban
608,2950,0,51,0,11,"$51,605",No,$0,z_No,M,<High School,z_Blue Collar,41,Private,"$15,100",4,Minivan,yes,"$30,605",1,Yes,5,7,Highly Urban/ Urban
609,706,0,39,1,13,"$77,889",No,"$217,053",Yes,z_F,Bachelors,z_Blue Collar,44,Commercial,"$9,290",6,z_SUV,no,$0,0,No,0,10,Highly Urban/ Urban
610,16798.062604,0,42,0,12,"$31,093",No,"$159,141",Yes,z_F,<High School,Clerical,9,Private,"$13,550",10,Sports Car,no,"$5,029",3,No,2,5,Highly Urban/ Urban
611,5275,0,59,0,13,"$63,969",No,"$187,263",z_No,z_F,z_High School,z_Blue Collar,42,Commercial,"$16,210",4,Pickup,no,"$4,733",3,No,11,1,Highly Urban/ Urban
612,5641,4,45,5,0,$0,Yes,$0,z_No,z_F,<High School,Student,38,Private,"$7,920",6,Sports Car,no,"$5,288",2,No,3,,z_Highly Rural/ Rural
613,1338,0,41,0,13,"$39,645",No,"$150,503",Yes,z_F,z_High School,Clerical,48,Private,"$20,800",14,Sports Car,no,$0,0,No,0,5,Highly Urban/ Urban
614,2907.2736415,1,60,2,15,"$151,225",No,"$416,062",Yes,z_F,PhD,Doctor,46,Private,"$10,560",6,Sports Car,no,$0,0,No,3,13,Highly Urban/ Urban
615,2934,0,35,3,12,"$20,986",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,"$7,100",11,Minivan,no,$0,0,No,2,,Highly Urban/ Urban
616,5118,2,36,2,9,"$69,434",No,"$230,609",Yes,M,Bachelors,z_Blue Collar,49,Private,"$3,860",4,Minivan,yes,"$3,367",2,No,0,7,Highly Urban/ Urban
618,2166,0,60,2,15,"$3,005",Yes,"$125,809",z_No,z_F,z_High School,Home Maker,5,Private,"$11,640",17,z_SUV,no,$0,0,Yes,0,1,Highly Urban/ Urban
620,774.3077738,0,50,0,13,"$68,194",No,$0,z_No,z_F,Bachelors,z_Blue Collar,69,Commercial,"$13,920",4,z_SUV,no,"$3,800",2,No,2,10,Highly Urban/ Urban
621,6332,1,37,3,13,"$91,450",No,"$284,853",Yes,M,Bachelors,Professional,47,Private,"$10,650",1,Pickup,yes,"$27,439",2,Yes,3,1,Highly Urban/ Urban
622,3554,0,52,0,11,"$56,582",No,$0,z_No,z_F,<High School,Clerical,47,Private,"$21,460",13,z_SUV,no,"$1,606",2,No,1,6,Highly Urban/ Urban
623,3388,1,41,1,11,"$63,989",No,"$212,477",Yes,z_F,Bachelors,Manager,41,Private,"$5,600",1,z_SUV,no,"$37,404",2,No,0,11,Highly Urban/ Urban
624,5146,2,37,2,13,"$141,969",Yes,$0,z_No,z_F,PhD,Manager,50,Private,"$19,400",3,z_SUV,no,$0,0,No,3,16,Highly Urban/ Urban
625,2668,0,30,0,0,$0,No,$0,z_No,M,z_High School,Student,25,Commercial,"$4,500",1,Pickup,yes,"$2,409",3,No,3,9,Highly Urban/ Urban
626,5349,0,51,0,14,"$175,219",No,"$477,999",Yes,z_F,Masters,Manager,22,Private,"$6,600",8,z_SUV,no,$0,0,No,0,15,Highly Urban/ Urban
627,2532,0,36,2,,"$51,969",No,"$221,596",Yes,M,Bachelors,Clerical,55,Private,"$1,500",16,Minivan,yes,"$3,488",4,No,0,7,Highly Urban/ Urban
628,45191.303991,0,59,0,10,,No,$0,Yes,z_F,z_High School,Student,34,Commercial,"$11,600",6,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
629,5667,0,53,1,,"$31,205",No,"$170,358",Yes,z_F,z_High School,Clerical,27,Private,"$12,080",1,Sports Car,no,$0,0,No,0,6,Highly Urban/ Urban
631,3036,0,46,0,11,"$68,126",No,"$214,584",Yes,z_F,Bachelors,Professional,52,Private,"$12,910",1,z_SUV,no,$0,0,Yes,3,6,Highly Urban/ Urban
632,3110,0,26,3,0,$0,No,"$50,964",Yes,z_F,Bachelors,Home Maker,42,Private,"$4,100",1,z_SUV,no,"$2,621",2,No,6,8,Highly Urban/ Urban
633,1453,3,40,3,12,"$47,456",No,"$165,012",Yes,M,z_High School,z_Blue Collar,36,Commercial,"$25,920",1,Panel Truck,no,"$3,402",1,No,0,5,Highly Urban/ Urban
635,5443,0,39,3,16,"$22,626",No,"$60,718",Yes,z_F,<High School,z_Blue Collar,46,Commercial,"$19,950",1,Pickup,no,"$6,937",1,No,7,7,Highly Urban/ Urban
636,4847,1,43,1,8,"$199,866",Yes,$0,z_No,M,Masters,,33,Commercial,"$25,510",6,Panel Truck,yes,$0,0,No,1,15,Highly Urban/ Urban
637,773.0775512,1,38,1,6,,No,"$113,408",Yes,z_F,<High School,Clerical,52,Private,"$7,340",7,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
638,7485,1,34,4,14,"$58,991",No,"$162,309",Yes,M,z_High School,z_Blue Collar,61,Commercial,"$5,490",13,Pickup,no,"$1,423",1,No,0,,Highly Urban/ Urban
639,1347,0,51,0,7,"$141,546",No,"$351,285",z_No,M,PhD,Manager,18,Commercial,"$29,330",4,Panel Truck,yes,"$1,184",2,No,4,,Highly Urban/ Urban
640,3034,0,35,2,8,"$47,797",Yes,$0,z_No,z_F,Bachelors,Professional,23,Private,"$1,500",6,z_SUV,no,"$41,303",2,Yes,4,6,Highly Urban/ Urban
641,4271.3985486,0,43,0,,"$49,021",No,"$177,127",z_No,M,z_High School,Professional,49,Commercial,"$10,700",1,Pickup,no,$0,0,Yes,2,1,Highly Urban/ Urban
642,6685.4034076,1,53,1,11,"$12,824",Yes,$0,z_No,z_F,z_High School,Student,48,Commercial,"$16,720",6,z_SUV,no,"$9,851",3,No,8,10,Highly Urban/ Urban
644,6386,0,36,2,12,"$69,546",No,"$186,300",Yes,z_F,z_High School,z_Blue Collar,33,Commercial,"$12,050",1,Sports Car,no,"$5,106",2,No,1,1,Highly Urban/ Urban
646,6208,0,54,0,12,"$27,354",No,$0,z_No,z_F,Bachelors,z_Blue Collar,19,Commercial,"$9,640",1,z_SUV,no,$0,0,No,2,9,Highly Urban/ Urban
648,4903,0,47,0,14,"$19,779",No,"$96,107",z_No,M,<High School,z_Blue Collar,50,Commercial,"$25,250",4,Panel Truck,yes,$0,0,No,2,1,z_Highly Rural/ Rural
650,4296,0,36,0,9,"$60,847",No,"$211,273",z_No,z_F,Bachelors,z_Blue Collar,31,Private,"$8,560",4,z_SUV,no,"$6,295",3,No,5,3,Highly Urban/ Urban
651,2777,0,39,0,11,"$57,744",No,"$213,239",Yes,z_F,z_High School,z_Blue Collar,45,Commercial,"$11,170",1,z_SUV,no,$0,0,No,3,8,Highly Urban/ Urban
652,4298,0,52,0,10,$5,No,$0,z_No,M,Bachelors,Student,38,Commercial,"$6,700",1,Pickup,yes,"$4,824",3,No,0,11,Highly Urban/ Urban
653,2536,1,57,2,15,"$79,053",No,,Yes,z_F,Masters,Lawyer,57,Private,"$15,110",7,Sports Car,no,"$3,795",3,No,6,12,Highly Urban/ Urban
654,1009,0,41,3,12,"$48,762",No,"$176,946",Yes,z_F,z_High School,Clerical,26,Private,"$28,090",1,Minivan,no,"$3,996",2,No,4,12,Highly Urban/ Urban
655,5723,0,39,0,4,"$102,052",No,"$237,341",z_No,M,PhD,Manager,21,Private,"$7,020",6,Pickup,yes,$0,0,No,1,16,Highly Urban/ Urban
659,2774,0,41,0,5,"$53,293",No,$0,z_No,z_F,z_High School,z_Blue Collar,46,Commercial,"$6,830",6,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
660,3997,0,26,2,13,$989,No,$0,Yes,z_F,<High School,Student,24,Private,"$4,200",10,z_SUV,no,"$25,081",2,Yes,3,1,Highly Urban/ Urban
661,8496,0,42,0,,"$7,804",No,$0,z_No,z_F,z_High School,Student,25,Private,"$6,480",1,z_SUV,no,"$4,400",1,No,2,8,Highly Urban/ Urban
662,291.72857081,2,41,4,0,$0,Yes,$0,z_No,z_F,Masters,Home Maker,53,Private,"$1,500",6,Sports Car,no,"$1,433",2,No,5,,Highly Urban/ Urban
663,6431,1,51,1,8,,No,"$253,662",Yes,M,z_High School,z_Blue Collar,5,Commercial,"$12,430",1,Minivan,yes,"$9,000",1,No,0,11,Highly Urban/ Urban
664,9388,2,38,2,0,$0,No,$0,Yes,M,z_High School,Student,22,Commercial,"$5,300",4,Pickup,yes,$0,0,No,8,1,Highly Urban/ Urban
665,785,0,51,0,14,"$37,098",No,,z_No,M,Masters,,24,Commercial,"$10,310",7,Pickup,yes,"$9,736",3,No,2,19,Highly Urban/ Urban
666,4229,0,31,0,5,"$11,425",No,$0,z_No,z_F,<High School,Clerical,40,Private,"$4,780",3,z_SUV,no,"$2,168",2,No,2,6,Highly Urban/ Urban
668,6767,3,40,4,10,"$147,647",Yes,"$385,798",z_No,M,PhD,Professional,12,Commercial,"$28,870",3,Panel Truck,yes,"$1,449",2,No,3,25,Highly Urban/ Urban
669,6464,0,29,3,13,"$24,365",Yes,$0,z_No,z_F,z_High School,Student,9,Commercial,"$6,840",7,z_SUV,no,"$36,744",1,Yes,2,1,Highly Urban/ Urban
670,6515,2,43,3,12,"$53,073",Yes,"$213,525",z_No,z_F,Masters,Lawyer,39,Private,"$23,100",10,Pickup,no,"$5,328",4,No,5,13,Highly Urban/ Urban
671,3840,0,35,0,10,"$71,379",No,$0,z_No,M,Bachelors,z_Blue Collar,34,Commercial,"$22,010",10,Van,yes,"$31,039",2,Yes,3,9,Highly Urban/ Urban
672,2527,0,49,0,13,"$37,414",No,"$185,993",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$10,260",3,z_SUV,no,"$7,105",2,No,9,1,Highly Urban/ Urban
673,19970.205102,0,31,1,9,"$83,316",Yes,"$239,711",z_No,z_F,z_High School,Professional,12,Commercial,"$37,720",6,Panel Truck,no,$0,0,No,5,1,Highly Urban/ Urban
674,6879,1,43,2,12,"$83,803",Yes,"$285,833",z_No,z_F,z_High School,z_Blue Collar,31,Commercial,"$19,050",7,z_SUV,no,"$1,670",2,No,2,,z_Highly Rural/ Rural
675,1499.1775176,0,37,0,13,,No,"$143,167",Yes,z_F,z_High School,Clerical,36,Private,"$7,550",6,z_SUV,no,$0,0,Yes,0,1,Highly Urban/ Urban
676,3291,0,51,0,7,"$26,114",No,$0,z_No,z_F,Masters,Lawyer,36,Private,"$9,780",6,Minivan,no,"$1,867",2,No,0,8,Highly Urban/ Urban
677,6170,1,44,2,,"$63,215",No,"$202,136",Yes,z_F,Bachelors,Professional,9,Private,"$12,930",6,z_SUV,no,"$7,746",1,No,5,10,Highly Urban/ Urban
678,4236,0,42,3,16,"$35,586",No,"$125,317",Yes,M,z_High School,Clerical,29,Commercial,"$5,060",10,Pickup,no,"$24,208",1,Yes,5,1,Highly Urban/ Urban
679,8107.4259856,0,27,3,11,"$14,461",No,"$108,046",Yes,z_F,z_High School,Clerical,30,Private,"$9,990",1,z_SUV,no,$0,0,Yes,2,1,Highly Urban/ Urban
680,6111,0,44,3,15,,No,"$155,178",Yes,z_F,Masters,Lawyer,39,Private,"$15,270",10,Minivan,no,$0,0,No,0,16,Highly Urban/ Urban
681,3514,1,37,3,6,"$29,251",Yes,,z_No,z_F,<High School,Clerical,37,Private,"$22,300",12,Minivan,no,$0,0,No,0,5,Highly Urban/ Urban
682,5342,1,60,1,7,"$102,339",Yes,$0,z_No,z_F,PhD,,9,Commercial,"$27,420",10,Van,no,$0,0,No,8,11,Highly Urban/ Urban
683,5488,0,46,0,13,"$26,412",No,"$140,131",Yes,M,z_High School,Clerical,43,Commercial,"$10,060",1,Pickup,yes,"$8,636",3,No,5,7,Highly Urban/ Urban
684,5027,0,37,2,14,"$83,419",No,"$297,024",Yes,z_F,z_High School,z_Blue Collar,33,Commercial,"$9,840",10,Sports Car,no,"$3,771",3,No,3,1,Highly Urban/ Urban
685,3673.6568634,0,42,1,12,"$80,130",No,"$231,747",Yes,M,z_High School,z_Blue Collar,6,Commercial,"$5,700",4,Minivan,yes,"$34,020",1,Yes,9,1,Highly Urban/ Urban
