INDEX,TARGET_FLAG,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
937,0,9100,50606,58822,DebtCon,Other,11,0,0,89.644833421,0,22,36.302409222
938,1,9100,17218,36721,DebtCon,Other,8,0,1,115.75209332,3,5,37.479410286
939,0,9100,43249,52946,HomeImp,Mgr,20,1,1,228.39633986,1,18,35.181840743
941,1,9100,,11550,HomeImp,Other,,0,0,51.933333333,1,3,
942,1,9100,78369,92000,DebtCon,Sales,0.2,0,0,180.83333333,3,35,
943,1,9100,28550,40300,HomeImp,Other,5,0,0,109.53563552,7,33,23.082905342
944,0,9100,24721,34462,DebtCon,Other,1,0,0,28.100520363,9,7,27.520682167
945,0,9100,62976,77829,HomeImp,Mgr,0,0,2,131.19349603,0,23,26.090418913
946,0,9100,46406,56134,HomeImp,Other,9,0,0,93.853460687,3,34,39.466330333
947,0,9100,,74450,,,,,,,,,23.942516508
948,0,9100,53764,56429,HomeImp,Other,9,0,0,92.078978775,3,33,40.58208394
949,0,9100,78210,86558,DebtCon,Mgr,8,0,0,92.111504281,0,23,28.167074697
950,0,9100,59430,76897,HomeImp,Other,5,0,1,246.09510911,1,16,37.470923376
952,0,9200,71994,95525,DebtCon,Other,16,,,126.81643919,3,16,25.621930492
953,0,9200,92395,114494,HomeImp,Office,24,0,0,130.3767882,1,11,39.112150358
955,0,9200,19756,26140,DebtCon,Other,0,1,0,0.4867114508,9,7,27.075256643
956,0,9200,46707,60000,DebtCon,Mgr,4,0,0,192.8,2,17,
957,1,9200,64900,78000,DebtCon,Mgr,10,0,0,122.76666667,2,24,
958,1,9200,70715,85000,DebtCon,Office,26,0,0,143.06666667,2,23,
959,0,9200,72859,88183,DebtCon,Mgr,8,0,0,105.65520523,0,23,29.007207774
960,0,9200,52531,66491,DebtCon,Mgr,11,0,0,122.22853426,1,19,32.657628893
961,0,9200,57375,69040,DebtCon,Other,0,0,1,116.41879645,2,18,36.625629459
962,0,9200,48130,62358,DebtCon,Other,15,0,4,219.65713104,0,36,27.617063425
963,0,9200,69657,89082,DebtCon,,3,0,0,217.32115468,0,16,28.749890366
964,0,9300,79724,105493,DebtCon,Mgr,2,0,0,63.43088731,2,23,39.38611808
965,0,9300,73252,100537,DebtCon,ProfExe,2,0,0,99.774527119,0,26,34.514635071
966,0,9300,30204,57036,,Other,30,0,0,235.49281298,0,19,23.137840556
967,0,9300,75425,109040,DebtCon,Office,2,0,0,235.9462106,0,38,17.875259065
968,0,9300,,57650,HomeImp,Other,11,1,0,308.3394397,2,13,31.553835409
969,0,9300,63566,70551,DebtCon,ProfExe,14,0,0,138.33735213,0,19,42.48370297
970,0,9300,,45906,HomeImp,Other,,,,92.821714236,,9,36.141276164
971,0,9300,79133,100033,DebtCon,Other,3,0,0,102.16302743,2,31,40.794635454
972,0,9300,46466,57182,DebtCon,Other,2,0,0,100.05186621,0,20,38.444317985
973,0,9300,59617,67709,HomeImp,Other,4,0,1,243.8307278,1,16,35.968280746
974,0,9300,,36793,HomeImp,Other,,,,304.52018936,,11,30.738813764
975,0,9300,58051,65334,DebtCon,Mgr,6,,,113.2818573,,23,41.860039809
977,1,9300,84900,105798,DebtCon,ProfExe,2,0,0,41.807204596,1,3,26.956697896
978,1,9300,78000,97700,DebtCon,Mgr,12,0,2,88.5,4,29,
979,1,9300,24000,37125,DebtCon,Office,3.5,1,1,148.03333333,2,19,
982,0,9300,,55350,HomeImp,Other,9,0,0,308.34033176,2,13,33.635525403
986,0,9300,53772,71497,HomeImp,Mgr,2,0,2,136.08002985,0,23,29.686670844
987,0,9300,,44108,HomeImp,Other,,,,290.81807399,,12,29.743599964
990,0,9400,52371,55764,DebtCon,Office,1,0,0,177.70280043,0,20,37.35868805
991,0,9400,49484,59137,DebtCon,Other,10,0,0,102.27267659,0,22,37.269131082
992,0,9400,,50575,HomeImp,Other,,,,99.06951832,,8,35.9078154
993,0,9400,57105,67061,HomeImp,Other,6,0,0,129.50848379,0,34,35.734592764
996,0,9400,56508,78358,DebtCon,,17,0,0,141.93115618,0,11,32.327495049
997,0,9400,81596,116738,HomeImp,Office,28,0,0,338.62903535,1,38,34.169513676
998,0,9400,76989,88788,HomeImp,Other,24,0,0,350.6390057,0,46,30.061371367
1002,0,9400,61185,65302,DebtCon,Other,1,0,2,117.17100444,2,18,35.611943876
1003,0,9400,109991,125146,DebtCon,Self,7,0,1,171.67981114,0,18,34.813468594
1004,0,9400,122412,178547,DebtCon,Other,7,0,0,226.08880709,0,19,35.463386978
1005,0,9400,61213,70800,HomeImp,Other,5,0,0,75.862659733,3,20,39.403812388
1006,0,9400,53756,76077,HomeImp,Office,12,2,0,244.11665292,2,29,33.374570631
1008,0,9400,86539,95010,DebtCon,Other,0,4,0,,0,3,29.815323588
1009,0,9400,71600,99682,DebtCon,Other,16,,,159.03637066,4,16,25.607228233
1010,0,9400,77715,101258,DebtCon,Mgr,2,0,0,65.876586717,1,23,38.108000987
1011,0,9400,52598,74747,DebtCon,Mgr,6,,,129.34382449,,24,42.265466118
1013,0,9400,92340,125451,DebtCon,Office,7,0,0,129.11372481,1,22,36.349974603
1014,0,9400,53244,62245,DebtCon,Other,23,0,0,276.78774402,3,28,37.821851509
1015,0,9400,77410,116693,DebtCon,Office,0,0,0,245.08365185,0,37,17.176900657
1017,0,9400,103973,119817,DebtCon,Other,18,0,2,182.6166394,2,16,37.337977192
1019,1,9500,36114,45654,DebtCon,Office,0,0,0,83.333291772,0,9,25.343478449
1020,0,9500,115186,131800,DebtCon,Self,7,0,0,177.05003605,0,19,33.43055804
1021,0,9500,41541,57280,DebtCon,Other,6,0,0,69.229369351,1,10,29.160127076
1022,0,9500,28750,42408,HomeImp,Office,0,0,0,115.5749709,1,30,39.050394794
1023,0,9500,47019,59413,DebtCon,Other,4,0,0,78.02555168,0,11,31.418132394
1024,0,9500,131394,162449,HomeImp,ProfExe,10,0,0,222.0095049,0,18,19.551242992
1025,0,9500,55862,62965,DebtCon,Other,15,0,4,223.10391402,0,36,26.141178049
1026,0,9500,70000,85000,DebtCon,ProfExe,9,0,1,175.56666667,1,12,
1028,0,9500,21900,35250,HomeImp,Mgr,16,0,0,59.866666667,1,10,
1029,0,9500,59494,75930,HomeImp,Other,0,0,0,98.99850784,0,6,36.888436373
1030,0,9500,42699,57680,DebtCon,,10,0,0,114.4929085,1,26,25.07515295
1031,0,9500,43210,59692,HomeImp,Other,1,1,,103.08948312,,13,38.704985068
1032,0,9500,58185,64576,DebtCon,Mgr,6,,4,127.8552645,1,11,38.298309125
1034,0,9500,79479,88772,DebtCon,ProfExe,8,0,0,189.58907467,0,12,37.95298991
1035,1,9500,,40000,HomeImp,Other,10,0,0,36.5,1,1,
1036,0,9600,62405,69459,DebtCon,Other,0,0,2,86.431831744,2,18,36.260331272
1037,0,9600,45158,55455,DebtCon,Other,15,0,0,82.71313688,0,12,30.931517996
1038,0,9600,64758,63646,HomeImp,Other,5,0,0,120.64455858,0,34,35.98492935
1039,0,9600,53277,60843,DebtCon,Office,0,0,0,180.28406155,0,21,37.950787581
1040,0,9600,84333,201281,HomeImp,Self,14,0,0,13.213057261,,7,17.825630936
1041,0,9600,70589,99384,HomeImp,Other,0,0,1,176.4674623,0,31,34.234789575
1042,1,9600,42357,99756,HomeImp,Office,4,1,4,354.65022495,0,30,36.525172928
1044,0,9600,73000,99600,HomeImp,ProfExe,4.5,0,1,93.333333333,1,34,
1045,0,9600,53196,63942,DebtCon,Other,16,0,4,227.56368402,0,36,24.016769941
1046,0,9600,56224,60260,DebtCon,Other,15,0,3,219.7420453,0,36,25.439463543
1047,0,9600,46683,61773,DebtCon,Office,1,0,0,171.05844903,1,20,38.005289312
1048,0,9600,,56900,,,,,,,,,14.435238785
1049,1,9600,24680,43500,DebtCon,Other,18,0,3,114.66666667,0,19,
1050,0,9600,50655,59502,DebtCon,Other,0,0,0,93.432844102,0,20,37.982353508
1051,0,9600,45240,60136,DebtCon,Other,2,0,1,83.066750905,0,19,38.454300022
1052,0,9600,77359,101365,HomeImp,Other,1,0,0,182.80351445,0,31,33.481910133
1053,0,9600,44553,48626,HomeImp,Mgr,20,0,1,226.45215948,0,18,35.555922893
1054,0,9700,75566,92066,DebtCon,Office,14,0,0,94.987922191,0,8,25.161183475
1055,0,9700,29094,51990,,Other,30,0,0,246.19523933,0,19,20.743364711
1056,0,9700,45907,57507,DebtCon,Other,6,0,0,81.229448637,0,11,29.037574223
1057,0,9700,53527,58605,DebtCon,Office,4,0,0,75.584542581,3,12,36.709538909
1059,0,9700,,64644,HomeImp,Other,,0,0,368.07092408,0,6,36.573169598
1060,0,9700,21883,67432,HomeImp,Office,24,0,0,308.99557574,1,12,41.414280651
1061,0,9700,84933,122520,DebtCon,Office,10,0,0,141.43307599,1,23,36.795013963
1063,0,9700,108000,210000,HomeImp,ProfExe,2.3,0,0,124.83333333,1,15,
1064,0,9700,5801,58305,HomeImp,Other,8,2,1,352.96666667,1,22,
1065,0,9700,59100,74986,HomeImp,Office,14,0,0,244.53333333,1,32,
1066,1,9700,53000,56000,DebtCon,Office,2,0,0,75.033333333,5,18,
1067,1,9700,73085,92000,DebtCon,Other,8,0,3,173.5,0,34,
1068,0,9700,39141,48905,DebtCon,Other,13,0,0,89.83593974,0,11,32.4314097
1071,0,9700,63488,74374,DebtCon,Office,5,0,0,106.58945227,2,15,26.896012771
1072,0,9700,8852,60599,HomeImp,Other,7,2,1,359.1044913,1,21,16.87198276
1073,1,9700,32660,54536,DebtCon,Office,0,0,0,156.4821057,0,13,67.32490355
1074,0,9700,,54385,HomeImp,Other,10,0,0,314.73283271,1,13,34.170403536
1075,0,9700,77394,86917,DebtCon,Office,16,0,1,81.461400461,0,9,27.705856544
1076,1,9700,47000,82000,HomeImp,Other,,1,2,96.633333333,,8,
1077,0,9800,54564,62109,DebtCon,Mgr,10,0,0,124.02162504,0,19,32.565686372
1078,0,9800,15021,31900,DebtCon,Other,6,0,0,276.73420174,0,11,22.291249185
1079,0,9800,136154,203815,DebtCon,ProfExe,1,0,0,70.853327642,2,23,35.8789883
1080,0,9800,79405,111563,DebtCon,Office,0,0,0,240.94299363,1,38,19.332810029
1082,0,9800,74962,108730,HomeImp,ProfExe,4,0,1,76.392416053,1,33,37.32134756
1083,1,9800,36500,54000,HomeImp,Other,17,0,1,105.66666667,5,19,
1085,0,9800,49287,69831,DebtCon,Mgr,2,0,0,182.99480622,2,16,29.713466905
1087,0,9800,49298,73426,HomeImp,Office,9,3,1,242.38901624,1,29,34.690361253
1088,0,9800,69919,100267,DebtCon,Other,16,,,130.8860074,3,15,26.835043413
1089,0,9800,32550,52554,DebtCon,Other,12,0,0,229.51274114,1,32,37.923088094
1090,0,9800,54681,74097,DebtCon,Other,2,0,1,106.88889374,3,18,36.618660862
1091,0,9800,53643,113161,DebtCon,ProfExe,5,0,1,230.30325656,0,9,23.773610404
1092,0,9800,80267,209931,HomeImp,Self,14,0,0,0.5071145295,,8,19.969628699
1093,0,9800,78022,103466,DebtCon,Mgr,1,0,0,83.835338491,2,24,37.434615355
1094,0,9800,,45197,HomeImp,Other,,,,316.5253028,,11,29.646665996
1095,0,9800,52973,65481,HomeImp,Other,10,0,0,101.47266767,2,33,36.878297002
1096,0,9800,55330,78154,HomeImp,Mgr,2,0,1,122.70553687,0,23,28.896101856
1097,0,9800,54861,71138,HomeImp,Other,4,0,0,258.33461797,2,16,36.035712866
1099,0,9800,79767,93525,DebtCon,Other,0,4,0,,0,4,31.290118994
1100,0,9800,63891,72980,DebtCon,ProfExe,7,0,0,32.41493353,2,24,39.37186986
1101,0,9800,47126,57365,DebtCon,Other,0,0,1,91.141218712,0,19,38.657640295
1102,0,9800,55539,73560,DebtCon,Office,4,0,0,85.900936244,1,14,26.331619061
1103,1,9900,37609,120186,DebtCon,Other,,0,0,176.36783901,3,30,53.178911112
1104,0,9900,60488,75507,HomeImp,Other,3,0,0,239.43363997,1,17,38.473075274
1105,0,9900,35448,58056,DebtCon,Other,11,0,0,229.5228444,1,31,37.297432095
1106,0,9900,79379,205346,HomeImp,Self,14,0,0,20.214194867,,7,19.799427915
1107,0,9900,72674,89909,DebtCon,Office,15,0,1,90.957899517,0,8,27.35463407
1108,1,9900,88236,104953,DebtCon,ProfExe,1,0,0,51.648705242,0,2,28.622632092
1110,0,9900,28432,36605,HomeImp,Office,0,0,0,111.53162529,1,29,37.588195648
1112,0,9900,111000,134347,DebtCon,ProfExe,16,,1,180.63333333,1,33,
1113,1,9900,21400,36600,DebtCon,Self,2,0,0,154.2,2,26,
1114,0,9900,8673,37244,DebtCon,Other,4,0,0,256.68058385,0,12,24.496286322
1116,1,9900,71371,84865,DebtCon,Mgr,0,2,0,94.805235749,0,12,38.211305102
1118,0,9900,47367,114837,DebtCon,ProfExe,4,0,0,210.43553362,0,10,25.042108535
1119,0,9900,108155,219936,HomeImp,ProfExe,2,0,0,126.93937738,1,15,27.992051659
1121,0,9900,82697,100689,DebtCon,ProfExe,3,0,0,133.36579062,0,26,33.591716314
1122,0,9900,47865,88105,HomeImp,Other,18,0,0,203.02399137,0,17,34.553305392
1123,0,9900,84920,201713,HomeImp,Self,13,0,0,3.0443841399,,8,21.05764132
1124,0,9900,54961,70609,DebtCon,Mgr,6,,4,105.9346916,2,11,40.70254787
1125,0,9900,26427,87134,HomeImp,ProfExe,20,0,0,244.36524652,0,11,25.003965494
1126,1,9900,23767,39293,DebtCon,Other,5,1,0,145.76577376,0,9,24.605128805
1127,0,9900,31244,44138,HomeImp,Mgr,14,0,0,60.634469798,1,9,31.688134282
1128,0,9900,55342,72357,DebtCon,Mgr,7,,3,111.99885488,1,11,39.870340357
1129,1,9900,59206,75690,HomeImp,Office,6,0,2,288.39505854,1,19,30.776027864
1130,0,9900,83821,124527,HomeImp,Office,30,0,0,319.65197133,1,37,35.769425427
1131,0,10000,63218,76500,DebtCon,Office,5,2,3,183.66666667,3,30,
1132,1,10000,48300,74600,,Other,14,0,1,179.1,2,31,
1133,1,10000,34350,54146,DebtCon,Other,3,0,0,144.42288892,0,18,31.539013395
1134,0,10000,75976,91000,DebtCon,Other,10.5,0,0,171.46666667,5,22,
1135,0,10000,68807,76581,HomeImp,Office,14,0,0,237.6478941,0,32,42.335573512
1136,0,10000,,56475,HomeImp,Other,9,2,0,309.26449746,2,12,34.487188041
1137,0,10000,84580,118924,HomeImp,Office,31,0,0,341.94497562,2,37,35.248897631
1138,0,10000,,49266,,,,,,,,,15.597290225
1139,0,10000,59828,72489,DebtCon,,18,0,0,157.24366245,1,11,31.626821934
1140,1,10000,22000,41250,HomeImp,Mgr,5,0,0,97.966666667,0,21,
1141,1,10000,86000,111000,DebtCon,Other,6.5,0,1,91.966666667,3,17,
1142,1,10000,26197,46600,HomeImp,ProfExe,9,0,0,165.96666667,2,9,
1143,1,10000,,25010,HomeImp,Self,5,0,3,326.13333333,4,17,
1144,1,10000,20500,54600,HomeImp,Self,15,0,0,160.33333333,2,11,
1145,1,10000,,,HomeImp,Other,,,,,,,
1147,1,10000,28000,73250,HomeImp,Other,2,0,0,28.966666667,4,12,
1148,1,10000,57238,101500,DebtCon,ProfExe,10,0,0,106.83333333,0,36,
1149,1,10000,31253,65450,DebtCon,Other,21,0,0,172.03333333,0,16,
1151,1,10000,53297,74925,HomeImp,Other,14,0,1,88.533333333,2,15,
1152,0,10000,7718,77750,DebtCon,Other,8,0,0,261.8,0,14,
1153,0,10000,63005,78500,DebtCon,Other,3,,,171.76666667,,35,
1154,0,10000,87579,105000,DebtCon,Other,13,0,0,209.96666667,3,16,
1155,0,10000,,42497,HomeImp,Mgr,6,,,165.43333333,,9,
1157,0,10000,31000,58240,DebtCon,Mgr,,,,,,,
1158,0,10000,71000,97875,HomeImp,ProfExe,8,0,0,165.71489362,0,34,
1159,0,10000,66000,89145,DebtCon,Office,9,0,0,215.03333333,3,29,
1161,0,10000,124000,192000,HomeImp,Office,0,0,1,346.96666667,0,16,
1162,0,10000,80000,107900,HomeImp,ProfExe,12,0,2,176.53333333,0,28,
1163,0,10000,34767,51000,HomeImp,Other,23,0,1,121.73333333,0,23,
1164,0,10000,,23400,HomeImp,,28,0,0,206.96666667,1,5,
1165,0,10000,57068,72000,,Other,12,0,0,257.7,0,27,
1167,0,10000,131589,156000,HomeImp,ProfExe,5,0,1,419.03333333,1,43,
1168,0,10000,147234,175300,HomeImp,Office,6,0,0,192.76666667,1,56,
1170,0,10000,78000,97400,HomeImp,ProfExe,1,0,0,72.033333333,1,20,
1171,0,10000,64320,102375,DebtCon,Office,10,0,0,148.16666667,1,13,
1175,1,10000,42300,,DebtCon,Mgr,11,1,0,31.4,3,5,
1177,1,10000,19225.53,35500,HomeImp,Office,5,0,2,186,1,10,
1179,1,10000,41741,56000,DebtCon,Office,3,0,0,20.233333333,2,6,
1180,1,10000,46946,65000,HomeImp,Office,7.2,0,1,80.1,1,12,
1181,1,10000,75000,103600,HomeImp,Mgr,17.6,0,0,171.43333333,0,24,
1182,1,10000,59929,,DebtCon,Other,5,,,,,,
1183,1,10000,99600,125500,DebtCon,Office,8,0,0,80.1,3,21,
1185,1,10000,49000,70000,HomeImp,Other,,0,3,190.73333333,1,12,
1186,1,10000,48840,58740,HomeImp,Other,15,2,2,194.8,0,39,
1188,1,10000,84000,132965,DebtCon,Sales,30,0,0,325.63333333,1,24,
1189,1,10000,42321,53800,DebtCon,Other,4,0,0,275.9,0,19,
1190,1,10000,65000,80000,DebtCon,Other,2,0,0,26.366666667,3,2,
1191,1,10000,76700,97800,DebtCon,Other,25,,10,205.23333333,3,26,
1192,1,10000,59543,86800,DebtCon,Other,9,3,1,152.13333333,2,51,
1194,1,10000,50070,60670,HomeImp,Other,5,2,0,15.233333333,0,1,
1195,1,10000,16288,48600,DebtCon,Other,24,0,0,268.83333333,1,16,
1197,1,10000,,65088,HomeImp,Mgr,3.5,4,5,205.06666667,2,39,
1198,1,10000,,79500,DebtCon,ProfExe,19,0,0,285.1,2,7,
1200,1,10000,91000,110000,DebtCon,Other,16,1,3,123.76666667,2,22,
1201,1,10000,66399,78000,,ProfExe,0.9,0,0,112.6,0,15,
1202,1,10000,90700,123370,DebtCon,ProfExe,15,2,0,90.3,1,4,
1203,1,10000,34900,48000,HomeImp,Other,3,0,0,288.16666667,1,3,
1204,0,10000,127319,194992,HomeImp,Office,1,0,1,337.6899717,0,16,41.447505948
1205,0,10000,48769,65328,DebtCon,Office,4,0,1,104.69524068,3,12,39.049359218
1206,0,10000,133879,157446,HomeImp,ProfExe,6,0,1,421.36287218,1,42,30.606998702
1208,0,10000,64375,72418,DebtCon,ProfExe,14,0,0,207.61730644,3,31,38.867949083
1209,0,10000,114643,130127,DebtCon,Self,5,0,1,160.6678931,0,19,33.920044393
1211,0,10000,41949,51684,DebtCon,Other,15,0,0,84.123450947,0,12,31.267318776
1212,0,10100,114590,215784,HomeImp,ProfExe,2,0,0,123.16918276,0,14,27.84508378
1213,0,10100,45493,54605,HomeImp,Mgr,21,0,1,234.59177844,0,18,36.594664037
1214,0,10100,87942,106000,DebtCon,Other,13,0,0,219.38527843,2,16,40.75164798
1215,0,10100,32608,47377,HomeImp,Other,9,0,0,67.38706567,0,3,35.690193036
1216,0,10100,66393,85605,DebtCon,Office,6,1,1,203.69956292,3,29,37.669305127
1217,1,10100,,25300,DebtCon,Other,,1,0,122.3,1,5,
1220,0,10100,137299,200339,DebtCon,ProfExe,0,0,0,66.357590464,2,23,35.2377013
1221,0,10100,47426,68820,DebtCon,Other,16,0,4,220.7609123,0,36,24.01951269
1222,0,10100,57881,69554,HomeImp,Other,29,0,3,189.92452243,1,24,34.61045543
1224,0,10100,68820,78830,DebtCon,Other,2,,,170.7224523,,34,29.206752832
1225,0,10100,73174,91101,DebtCon,Office,14,0,0,77.117090664,0,8,25.042596687
1228,0,10100,72136,89437,DebtCon,,5,0,0,205.73712524,0,15,30.798763531
1230,0,10100,126358,180305,DebtCon,Other,8,0,0,199.35052965,1,20,32.033628789
1231,0,10100,58446,71145,HomeImp,Other,4,0,1,244.62436764,1,15,38.117306388
1232,0,10100,63283,82912,HomeImp,Other,0,0,0,99.816258251,1,7,38.370539706
1233,0,10100,55738,73266,DebtCon,Office,5,0,0,85.635235028,1,14,24.534325065
1234,0,10100,93085,110069,DebtCon,Other,13,0,0,206.799179,3,16,40.569897059
1235,0,10100,154005,175684,HomeImp,Office,4,0,0,189.36630726,0,56,33.971221884
1236,0,10100,,69451,,,,,,,,,22.519685436
1237,0,10200,44000,57000,DebtCon,Other,0,1,0,191.73333333,2,13,
1240,0,10200,70882,98154,DebtCon,Other,16,,,153.11813626,3,15,25.119955899
1242,0,10200,82630,99250,DebtCon,Other,1,0,0,107.52855981,1,32,40.280974865
1243,0,10200,55539,65357,DebtCon,Mgr,5,0,0,190.94593081,1,17,28.640823727
1245,0,10200,59907,71580,DebtCon,ProfExe,14,0,0,237.94813719,2,32,36.400946661
1247,1,10200,52310,74117,DebtCon,Other,13,0,3,118.69578554,2,23,
1251,0,10200,54900,79000,DebtCon,Office,14,0,0,113.63333333,0,24,
1252,0,10200,8907,59814,HomeImp,Other,7,2,0,364.43094738,1,22,16.064245381
1254,1,10200,48670,90444,HomeImp,Other,,1,1,89.355474878,,7,39.15104729
1255,0,10200,73157,83858,DebtCon,,3,0,0,193.5089634,0,16,29.087994721
1256,0,10200,78628,92090,DebtCon,Other,10,1,0,164.31789635,6,21,38.721321606
1257,0,10200,38223,60728,DebtCon,Mgr,,,,,,,35.347853825
1258,0,10200,61179,69591,DebtCon,,18,0,0,148.70447764,1,11,34.472204606
1259,0,10200,34522,43076,HomeImp,Other,9,0,0,92.907548338,0,3,36.845356693
1260,1,10200,29581,39992,DebtCon,Self,3,0,0,149.87462567,2,26,43.197242061
1262,0,10200,57142,72664,DebtCon,,19,0,0,158.18580391,1,12,32.49748842
1263,0,10200,80969,100937,DebtCon,Other,9,0,0,168.74982105,4,21,39.698429807
1264,0,10200,86400,113698,HomeImp,ProfExe,11,0,1,181.54292704,0,27,35.031650879
1265,0,10200,65803,85155,HomeImp,Other,15,0,0,218.48175459,0,36,36.182192009
1266,0,10200,79257,105912,HomeImp,ProfExe,3,0,0,95.35537249,0,33,39.391365195
1267,0,10200,,64377,HomeImp,Other,,0,0,347.24501311,0,6,37.774681559
1268,0,10300,61000,75000,DebtCon,Office,12,0,0,251.53333333,4,37,
1269,1,10300,70147,122124,HomeImp,Other,1,0,0,58.895685895,0,7,57.995018623
1270,0,10300,54925,84078,HomeImp,Other,2,0,1,189.69527288,0,13,29.133697408
1271,0,10300,51787,86200,HomeImp,Other,17,0,0,203.73276258,0,16,34.435246045
1272,0,10300,79243,89840,DebtCon,Office,16,0,0,87.825346176,0,9,24.479373218
1273,0,10300,,69085,HomeImp,Other,,0,0,380.27804051,0,7,36.739820219
1274,0,10300,46609,63812,DebtCon,Other,1,0,0,184.78841632,2,13,29.140031372
1275,0,10300,58572,75946,DebtCon,Office,5,0,0,85.010052857,2,14,27.769438937
1276,0,10300,,50548,HomeImp,Mgr,5,,,165.55319924,,9,23.886330813
1277,0,10300,50714,56088,DebtCon,Office,1,0,0,163.08914819,1,21,37.973055369
1278,0,10300,65382,73817,DebtCon,Other,1,0,0,190.64814501,1,17,34.192891589
1279,0,10300,74624,96697,DebtCon,Office,7,0,0,217.23532123,3,28,41.511300788
1280,0,10300,75483,99345,DebtCon,ProfExe,3,0,0,133.79051006,0,25,34.887236085
1281,0,10300,45275,62724,HomeImp,Other,11,0,1,109.32463871,3,34,37.291824994
1282,0,10300,57676,71027,DebtCon,,19,0,0,157.51963708,1,11,33.992366066
1283,0,10300,59340,84708,HomeImp,Other,13,0,0,222.36488939,1,36,34.925984254
1284,0,10300,82889,97189,DebtCon,Mgr,2,0,0,82.507446213,2,24,39.53698719
1285,0,10300,56127,72294,HomeImp,Other,28,1,3,184.34575081,0,24,34.634235614
1287,0,10300,57902,74355,HomeImp,Other,4,0,0,243.6309162,1,16,36.574441888
1288,1,10300,39893,55000,DebtCon,Other,1.5,0,1,99.433333333,2,32,
1290,0,10300,44941,60694,DebtCon,Other,2,0,0,85.681205116,0,20,39.53639781
1291,0,10400,63505,75811,DebtCon,Other,3,0,0,182.0920717,2,17,33.690785641
1292,0,10400,66044,83531,HomeImp,Office,12,0,0,241.51415322,0,31,45.569842652
1293,0,10400,62442,73197,DebtCon,ProfExe,8,0,0,47.610677633,1,24,38.88482776
1295,0,10400,56610,86831,HomeImp,Other,19,0,0,190.08482952,0,28,24.602658554
1297,0,10400,64904,76767,DebtCon,Office,11,0,0,245.01801188,4,37,41.423844135
1298,0,10400,64336,77564,DebtCon,Office,4,2,3,188.78007609,2,30,39.699980465
1299,0,10400,37233,52320,DebtCon,Other,15,0,0,88.677328625,0,11,31.056436786
1300,0,10400,57816,82047,HomeImp,Other,3,0,1,176.65689456,0,12,30.674205288
1301,1,10400,51200,76125,DebtCon,Other,12,0,0,132.36666667,0,16,
1302,0,10400,39821,54040,HomeImp,Mgr,21,1,0,231.60541135,1,18,36.439736731
1303,0,10400,78320,100017,DebtCon,Other,10,0,0,167.42253971,4,21,41.974878281
1304,1,10400,42714,72322,DebtCon,Other,12,0,0,105.07480159,6,15,41.262353472
1306,0,10400,11426,69294,DebtCon,ProfExe,20,0,1,396.92626454,1,11,20.291988939
1308,0,10500,60145,63268,HomeImp,Other,4,0,0,122.49607792,0,34,36.736870753
1309,0,10500,64295,73594,DebtCon,,19,0,0,157.24655028,0,11,33.556312248
1310,0,10500,154434,179486,HomeImp,Office,5,0,0,182.35389999,1,55,34.983459334
1311,0,10500,64331,65040,HomeImp,Other,4,0,0,66.541057817,1,20,42.332124341
1312,0,10500,,73388,HomeImp,Other,,0,0,367.23086382,0,7,36.842174626
1313,0,10500,13694,87580,DebtCon,Other,8,0,0,258.55492784,0,14,20.260198049
1315,0,10500,88829,114962,DebtCon,Other,13,0,0,206.21222804,3,15,37.864946214
1316,0,10500,53537,66674,DebtCon,Office,4,0,0,83.503094799,2,11,37.098413449
1317,0,10500,41467,58329,DebtCon,Mgr,2,0,0,187.71348615,0,22,27.86112392
1318,1,10500,57880,66802,DebtCon,Other,2,0,0,94.598425262,8,21,45.464765837
1319,0,10500,63130,71387,DebtCon,Other,3,0,2,305.55692802,0,10,32.177916696
1321,1,10500,,18600,HomeImp,Other,24,,,,,,
1322,0,10500,74000,89000,DebtCon,Mgr,6,0,0,138.03333333,2,27,
1325,0,10500,69656,88198,DebtCon,Office,15,0,0,97.319406172,0,8,27.322396546
1326,1,10500,89000,268000,HomeImp,ProfExe,,4,,120.8,2,15,
1327,0,10500,42003,53754,DebtCon,Other,16,0,0,84.551104187,0,12,32.342959321
1329,0,10500,74814,98132,HomeImp,ProfExe,8,0,0,164.3308981,0,34,32.375149102
1330,1,10500,55267,65160,DebtCon,Other,1,0,0,108.27542318,8,22,47.079285365
1331,0,10500,47483,53877,DebtCon,,9,0,0,117.05239472,0,26,21.446281709
1332,0,10500,34044,55784,DebtCon,Other,10,0,0,245.1308598,1,32,36.350329432
1333,0,10500,12630,32220,,,,,,,,,34.345859886
1334,0,10500,27180,86978,HomeImp,ProfExe,22,0,0,230.72115441,0,10,25.753010226
1335,0,10600,47701,66500,DebtCon,Other,10,0,0,103.01428965,0,23,37.310006097
1336,0,10600,37742,64334,DebtCon,Mgr,,,,,,,37.541257884
1337,0,10600,80386,106526,HomeImp,ProfExe,1,0,0,64.066735538,1,19,34.104697064
1338,0,10600,31216,44716,DebtCon,Other,8,,1,149.19464754,6,29,37.88226039
1339,0,10600,82894,124359,HomeImp,Other,7,,,,,,40.325885318
1340,0,10600,54344,92742,HomeImp,Other,19,0,0,171.20507901,0,28,24.553206166
